"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000278828.1",15703.4853967371,-1.71188046587155,0.188791282668938,-9.06758215565218,1.21687209229231e-19,3.83617983880251e-17
"ENSG00000276368.1",28963.5497681329,-1.91863501532237,0.248271899673872,-7.72795881387574,1.09284687576473e-14,1.51584290179603e-12
"ENSG00000273703.1",9233.91236529413,-1.97021227996496,0.221925205127939,-8.87782115073025,6.8182752780384e-19,1.85509535834014e-16
"ENSG00000275221.1",4381.37730309189,-2.14790290506301,0.327703981448048,-6.55439978352391,5.58661174172738e-11,4.22670496908872e-09
"ENSG00000276903.1",1648.11169780546,-2.87821578173967,0.65681393921406,-4.38208693497542,1.17547883958469e-05,0.000277587017665957
"ENSG00000233822.4",29610.9811762594,-1.80425923454295,0.240650025920945,-7.49744043300316,6.50760314090026e-14,8.07627800328569e-12
"ENSG00000275126.1",4155.18486052848,-2.69270916621263,0.763111389220861,-3.52859255443939,0.000417775825187097,0.00606224858948415
"ENSG00000197153.4",43302.2581323549,-1.64423467018387,0.286888252649538,-5.73127221138768,9.9680146790132e-09,4.86301626478203e-07
"ENSG00000278677.1",39997.0629159013,-1.51088382019223,0.299496024996512,-5.0447541673043,4.54104829348856e-07,1.54811448810304e-05
"ENSG00000274641.1",29680.3880589494,-2.30789112723031,0.25405919725054,-9.08406840691692,1.04590497342148e-19,3.44127059627142e-17
"ENSG00000204539.3",1053.48621641263,1.58559919001389,0.524287322341946,3.02429435625327,0.00249213833110172,0.0251848379345908
"ENSG00000137310.11",4046.25258213354,-1.65732245927697,0.386480768371377,-4.28824043757959,1.80094089044162e-05,0.000407675387487488
"ENSG00000237649.7",10449.8814886726,-2.45695658116479,0.229790749757357,-10.6921474591956,1.10775906930496e-26,7.12389786933028e-24
"ENSG00000124762.13",163792.022548087,2.28694678853083,0.089795293229938,25.4684483592549,4.41041980650015e-143,6.23986194223641e-139
"ENSG00000031691.6",1060.82202112609,-1.83659140605927,0.492716352798582,-3.72748214186033,0.000193402260004336,0.00313431291470944
"ENSG00000118402.5",1534.4820768591,1.70984349094403,0.560766330370282,3.04911938955928,0.00229513251265149,0.023598499119908
"ENSG00000112742.9",4872.75852834963,-3.31675612724648,0.622679742469319,-5.32658427925316,1.00076855700301e-07,3.97721166979736e-06
"ENSG00000080546.13",7433.95443275392,1.72071273933471,0.201131915734807,8.55514517946261,1.17720481687603e-17,2.48583488793463e-15
"ENSG00000203760.8",1848.73297530228,-2.13474622615701,0.513895427626366,-4.15404790818474,3.26644738800539e-05,0.000691821821040422
"ENSG00000120278.15",2267.57600732243,1.78840076846317,0.320542187940897,5.57929918664224,2.41489560575712e-08,1.09156367508792e-06
"ENSG00000112029.9",6194.73940772719,-1.92826385224561,0.300226782634243,-6.42269099154537,1.33886103558841e-10,9.56677067247715e-09
"ENSG00000106268.15",3594.04005570947,-2.37423601091662,0.430175647401633,-5.51922458943827,3.40498789015928e-08,1.50070729627589e-06
"ENSG00000157927.16",1142.06158168472,-2.23277239976585,0.527964744780112,-4.22901798243321,2.34713586819256e-05,0.000514841523460285
"ENSG00000011426.10",28737.2924919616,-2.56471069729404,0.467852458050556,-5.48187928301296,4.20831359349221e-08,1.82077127586323e-06
"ENSG00000132436.11",4791.09184593538,-1.88191898812091,0.284238024384771,-6.62092621912319,3.56955114007626e-11,2.80566719609994e-09
"ENSG00000128578.9",1433.2978193367,-2.39421858936128,0.379530317820686,-6.3083724196507,2.81985033717919e-10,1.89977345573386e-08
"ENSG00000196584.2",3801.08298825073,-2.51623507698212,0.352317254855909,-7.14195811389145,9.20106396973133e-13,9.78771827396683e-11
"ENSG00000146918.19",18904.359209584,-1.69194645497995,0.342933790987479,-4.93374085448967,8.06694560908062e-07,2.55894352810305e-05
"ENSG00000277586.2",803.255413753963,2.0271507812121,0.609914070032219,3.32366620285545,0.00088842465495573,0.0112528487182754
"ENSG00000184661.13",9795.32862048297,-2.41817979088744,0.564890661168065,-4.28079265089494,1.86228812650028e-05,0.000419548605314108
"ENSG00000171320.14",3688.06319021025,-2.53707148495707,0.643017774560034,-3.94556975768358,7.96104502079303e-05,0.00148985271103412
"ENSG00000168078.9",6033.84903890728,-3.02906678044385,0.62375952916039,-4.85614509893119,1.19693009036921e-06,3.64960493934129e-05
"ENSG00000147536.11",4249.29456311153,-3.05777780814925,0.565520104810714,-5.40701874634982,6.40824384663251e-08,2.69832839113562e-06
"ENSG00000029534.19",780.485619785994,1.9435902865312,0.685854125776449,2.83382458963978,0.00459945710484152,0.0397592674027469
"ENSG00000104738.16",36324.9978466297,-1.77152922935891,0.225432940894824,-7.8583423625983,3.8925018420816e-15,5.79695958544952e-13
"ENSG00000136982.5",1403.08348289824,-2.44355332741911,0.461778506056131,-5.29161339337454,1.21241979645866e-07,4.72543120669344e-06
"ENSG00000170961.6",616.374908262072,2.721505475003,0.701055014756845,3.88201413258121,0.00010359485519326,0.00187424553871387
"ENSG00000156802.12",19757.8607324485,-1.66869388036987,0.347715234340952,-4.79902436122091,1.5944040241244e-06,4.69950586110668e-05
"ENSG00000167656.4",1502.20616366371,3.58788665191979,0.443148074231463,8.0963606987171,5.66277542413367e-16,9.65264418080039e-14
"ENSG00000160957.12",10004.5451240933,-1.72749523339004,0.22264612067261,-7.75892806113714,8.56502138324759e-15,1.21177922530187e-12
"ENSG00000177076.5",3104.53404128955,1.77214248039566,0.358991868632632,4.93644183960376,7.95607490887856e-07,2.53519251826157e-05
"ENSG00000184434.7",1096.13240997014,-1.85499271656594,0.669465072750958,-2.77085809561868,0.00559087863492665,0.0459226866374067
"ENSG00000165304.7",8495.78018020634,-2.3552242152001,0.42347469563014,-5.56166457997088,2.67213509731209e-08,1.19259833933033e-06
"ENSG00000135045.6",1079.86834251213,-1.6040875120415,0.582135222537144,-2.75552388850538,0.00585982253158587,0.0472930799639914
"ENSG00000136943.10",1904.58901499374,-2.75886619333489,0.4676345506692,-5.89962009733213,3.64339494917167e-09,1.95252847503336e-07
"ENSG00000170835.14",765.613009744736,1.93211579959615,0.675796881748043,2.85901851840224,0.00424953976450885,0.0376235848487304
"ENSG00000214402.6",1602.89895280408,-1.50826992326262,0.38917627514753,-3.87554437302444,0.000106386589786393,0.00191480600177181
"ENSG00000054179.11",882.552661001063,-1.73969064422261,0.486555628812417,-3.57552259434105,0.000349528985467768,0.00524482467864152
"ENSG00000186193.8",9902.52011860857,-2.38428988845106,0.250319433201026,-9.52498916269233,1.65059143251089e-21,6.48682432976778e-19
"ENSG00000181544.13",2133.96610978189,-1.55721985660087,0.347842720694518,-4.47679299854731,7.57726531824893e-06,0.000187418093920605
"ENSG00000089472.16",383.28029480328,2.69008802072942,0.842826107293146,3.19174738116385,0.00141414955090292,0.0162661689806297
"ENSG00000131080.14",20536.163507503,1.64224284703858,0.14981322067524,10.9619353995372,5.82403319507908e-28,4.55688812631624e-25
"ENSG00000090889.11",9523.53535352958,-3.17811606679854,0.50650897487024,-6.27455035246459,3.50646144794428e-10,2.29413696001586e-08
"ENSG00000102384.13",4182.82959010355,-2.83378203741859,0.367204614331141,-7.71717436770311,1.18936894166236e-14,1.6337079404504e-12
